,title,categories,article_lenght,views,refs_count,link_count,death,locations,end_date_clean,ongoing
50626014,2015–18 Irish gangland feud,civil conflict,33472,47841,45,121,,Ireland  Spain,2015.0,False
50628184,Tunisian-Sicilian War,military conflict,5595,7638,6,63,"2,490 killed or wounded <br> 9 ships <br> 15 civilians",Mediterranean  Sea  Q4918,1804.0,False
50632545,May 2016 Jableh and Tartous bombings,civilian attack,3717,15082,7,29,184+ (plus five attackers),Jableh  Q175923,2016.0,False
50632622,23 May 2016 Yemen bombings,civilian attack,2295,10356,2,27,"45+ (+2, maybe more)",Aden  Q131694,2016.0,False
50634770,Northern Raqqa offensive (May 2016),military conflict,15158,63854,31,73,"18 SDF fighters killed <br>
1 US soldier wounded",Al- Raqqah  Governorate  Q235563,2016.0,False
50645641,Battle of Pasca,military conflict,5672,3067,4,54,''unknown'',Pasca  Q2241175,,False
50648743,2016 Minya pogrom,civil conflict,2081,2074,1,16,,Minya  Governorate|Egypt,2016.0,False
50650174,Coalition Wars,military conflict,16705,104050,5,64,"'''French:'''<br>1,000,000 dead, wounded, missing, captured, or deserted (1792–1801) {{sfn|Clodfelter|2017|pp|=|109}} <br>306,000 killed (1805–15) {{sfn|Clodfelter|2017|pp|=|171}}",Europe,1815.0,False
50657096,Action of 8 January 1916,military conflict,4402,5673,4,22,None,Black  Sea  Q166,1916.0,False
50666215,Battle of Hill 731,military conflict,12014,14317,0,76,,Hill  731|Mount  Trebeshinë|Albania,1941.0,False
50670142,Action of 10 May 1915,military conflict,5065,5463,2,33,None,Black  Sea  Q166,1915.0,False
50686786,Sanjurjada,military conflict,39166,5487,107,92,,Madrid  Q2807,1932.0,False
50692497,Zara'a attack,civilian attack,6420,8194,9,38,Unknown,Hama  Governorate  Q232355,2016.0,False
50695912,June 2016 Mogadishu attacks,"civilian attack, civilian attack, civilian attack",7068,6718,9,43,16 victims <br/> 3 terrorists,,2016.0,False
50697181,Siege of Sur (2016),military conflict,4079,7837,2,15,,Sur  old  city|Diyarbakır|Turkey,2016.0,False
50700574,Kunduz-Takhar highway hostage crisis,civilian attack,5841,20649,9,30,"33+ (six attackers killed, maybe more. {{ref|a}} )",Kunduz- Takhar  highway and  Omarkhil|Kunduz  province|Afghanistan,2016.0,False
50701230,ISIL rocket attacks on Turkey (2016),military conflict,11242,11221,19,30,None reported,Kilis  Q206881,2016.0,False
50706004,Ithriyah-Raqqa offensive (June 2016),military conflict,21623,16777,54,55,39–93 killed,Southwestern  Raqqa  Governorate|Syria,2016.0,False
50707650,1994 Heathrow mortar attacks,civilian attack,8502,10111,13,29,0,Heathrow  Airport  Q8691,1994.0,False
50712513,1980 Antwerp summer camp attack,civilian attack,5120,6018,5,45,+1,Antwerp  Q12892,1980.0,False
50715644,2016 Mathura clash,civil conflict,12172,37546,16,39,,Jawahar  Baug|Mathura|Uttar  Pradesh|India,2016.0,False
50715682,2016 Düsseldorf terrorism plot,civilian attack,3700,11216,3,32,,Düsseldorf  Q1718,2016.0,False
50720041,Rugova massacre,civilian attack,2655,1649,4,19,432 {{Citation needed|reason|=|Reference missing|date|=|September 2017}},Rugova  region Rugova|Kosovo,1919.0,False
50729378,2016 Aktobe shootings,civilian attack,7686,27963,10,32,+17,Aktobe  Q477232,2016.0,False
50741240,June 2016 Istanbul bombing,civilian attack,12363,109289,22,54,+11,Fatih  Q732923,2016.0,False
50759452,Battle of Derby,military conflict,2123,5038,4,16,unknown,Derby  Q43475,917.0,False
50759735,Battle of Stamford (918),military conflict,1439,2676,1,14,unknown,Stamford  Q1000662,918.0,False
50759840,Battle of Stamford (894),military conflict,1238,3110,1,14,unknown,Stamford  Q1000662,894.0,False
50760287,June 2016 Tel Aviv shooting,civilian attack,42772,48421,72,159,+4,Tel  Aviv  Q33935,2016.0,False
50764365,June 2016 Midyat bombing,civilian attack,2684,935,3,26,5 (2 police officers and 3 civilians),Midyat  Q743601,2016.0,False
50768750,Battle of the Barbary Coast,military conflict,9132,3176,10,48,15 killed or wounded,Off  the  Barbary  Coast Alboran  Sea,1592.0,False
50770062,Siege of Al-Karak (1834),military conflict,9489,8428,0,65,,Al  Karak  Q31572,,False
50781112,Karak revolt,military conflict,9403,1764,8,47,,Al  Karak  Q31572,1910.0,False
50784982,Shoubak revolt,military conflict,4530,1140,3,21,10 dead,Shoubak  Q3299624,1905.0,False
50787160,Orlando nightclub shooting,civilian attack,226688,878884,309,315,50 (including the perpetrator),Pulse  Q24566959,2016.0,False
50787604,Battle of Sirte (2016),military conflict,73570,151696,187,83,,Sirte  District  Q26417,2016.0,False
50792004,Battle of Brüx,military conflict,3719,3817,0,35,"1,000",Hněvín  Q12019885,1421.0,False
50792005,Battle of Hiltersried,military conflict,2828,3255,1,22,140 killed,Hiltersried|Schönthal|Bavaria,1433.0,False
50792006,Battle of Kratzau,military conflict,2259,3179,2,23,Unknown,Machnín  Q6723810,1428.0,False
50792007,Battle of Sellnitz,military conflict,1673,3387,1,15,Unknown,Želenice  Q393500,1438.0,False
50792009,Battle of Živohoště,military conflict,2244,3498,0,16,Unknown,Živohoště,1419.0,False
50792011,Battle of Waidhofen,military conflict,2529,2738,0,25,Unknown,Waidhofen  an  der  Thaya  Q660060,1431.0,False
50792012,Siege of Pilsen (1433–34),military conflict,2608,2188,0,30,Unknown,Plzeň  Q43453,1434.0,False
50792014,Battle of Kretsch,military conflict,2004,3348,0,21,Unknown,Křeč  Q963018,1435.0,False
50795791,Battle of Mission Ridge – Brigade Hill,military conflict,25030,8040,7,83,87 killed<br>77 wounded,Territory  of  Papua,1942.0,False
50801879,Spanish conquest of Honduras,military conflict,151360,30339,220,307,,Honduras|Central  America,1539.0,False
50803064,Battle of Courtrai (1814),military conflict,25530,5155,0,125,300–800,Kortrijk  Q12995,1814.0,False
50806102,2016 Magnanville stabbing,civilian attack,14846,49500,20,64,+3,Magnanville  Q762728,2016.0,False
50814619,Expedition to Canton,military conflict,5533,6132,5,38,No casualties,Pearl  River  Q201463,1847.0,False
50818289,Hasmonean Civil War,military conflict,12920,6301,18,97,"Over 12,000 killed (Including many civilians)",Hasmonean Hasmonean  Kingdom,,False
50822377,2016 Southern Aleppo campaign,military conflict,39769,61254,95,117,285 killed,Aleppo  Governorate  Q214064,2016.0,False
50823952,Battle of Interamna Nahars,military conflict,1195,1413,2,15,Unknown,Terni  Q8621,253.0,False
50836214,Murder of Jo Cox,civilian attack,101158,307866,154,249,+1,Birstall  Q865872,2016.0,False
50844058,Siege of Augustodunum Haeduorum,military conflict,1476,801,1,11,many,Autun  Q190827,270.0,False
50845834,Battle of Vinland (1003),military conflict,1544,11847,1,13,22,Vinland  Q192823,1003.0,False
50846010,Battle of Vinland (1010),military conflict,2856,7404,1,12,2 killed<br>5 wounded,Vinland  Q192823,1010.0,False
50859283,Neville–Neville feud,military conflict,23409,6031,2,125,,Northern  England  Q1788657,1443.0,False
50862897,Siege of Zara (1813),military conflict,8725,3122,9,62,low,Zadar  Q3370,1813.0,False
50869354,Siege of Darayya and Muadamiyat,military conflict,36930,37673,76,98,Unknown,Darayya  Q1033066,2016.0,False
50871695,Silapathar massacre,civilian attack,5611,2713,6,31,50,Silapathar  Q2229047,1983.0,False
50872327,Stratsin-Kumanovo operation,military conflict,3324,1852,1,34,8900 casualties,Stracin  Q3133817,1944.0,False
50873035,Bregalnitsa-Strumica operation,military conflict,2949,1473,1,28,"{{plainlist |
*564 dead
*1030 wounded
*36 missing}}",Bregalnica  Q849296,1944.0,False
50874127,Battle of Tsorona,military conflict,4989,24406,7,22,18 killed<br><small>(Eritrean claim)</small> <br>Heavier than the Ethiopian losses<br><small>(Ethiopian claim)</small>,Tserona  District  Q3798052,2016.0,False
50875564,Setagaya family murder,civilian attack,6063,119286,8,23,+4,Setagaya- ku  Q231645,2000.0,False
50879726,Niš operation,military conflict,5398,1918,6,46,*[[File:Flag of the Bulgarian Homeland Front.svg|22px|border|Bulgaria]]1545 dead or wounded,Niš  Q129259,1944.0,False
50891853,Peasants' revolt of 996 in Normandy,civil conflict,5892,2781,8,17,,Normandy,996.0,False
50911494,Battle of Anabta,military conflict,9025,2325,16,44,"'''British Army''': 2 killed, 3 wounded",Anabta  Q2701952,1936.0,False
50915084,Battle of Oivi–Gorari,military conflict,20137,7597,6,69,121 killed<br>225 wounded,Territory  of  Papua,1942.0,False
50919146,Siege of Kaunas,military conflict,7677,2986,7,51,350 dead; Vaidotas and 36 men taken captive,Kaunas  Castle  Q2468497,1362.0,False
50919173,Lithuanian Crusade,military conflict,3088,34932,0,42,,Western  Grand  Duchy  of  Lithuania|Samogitia|Prussia  region Prussia|Livonia,1410.0,False
50929848,Siege of Morlaix (1594),military conflict,10247,4121,14,54,low,Morlaix  Q202368,1594.0,False
50932249,Franco-Savoyard War (1600–1601),military conflict,11275,3905,5,86,,Savoy  Q14118,1601.0,False
50932617,2016 Pampore attack,civilian attack,4148,23091,3,19,"8 officers, 2 perpetrators",Pampore  Q2558539,2016.0,False
50933933,2016 Sacramento riot,civil conflict,20841,69591,32,48,,California  State  Capitol|Sacramento|California|U S,2016.0,False
50940975,June 2016 Mukalla attacks,civilian attack,4034,18356,4,28,43+ to 50 (+8 attackers),Mukalla  Q310772,2016.0,False
50947073,2016 Abu Kamal offensive,military conflict,10302,25733,16,30,"40 killed, 15 captured (ISIL claim) <br>25+ killed or captured (SOHR claim) <br>5–40+ killed (NSA claim)",Abu  Kamal  District  Q4670245,2016.0,False
50947091,2016 Atatürk Airport attack,civilian attack,33810,238193,61,116,+41,Atatürk  International  Airport  Q86473,2016.0,False
50950210,Battle of Arnhem (1813),military conflict,21599,6311,0,100,600–700,Arnhem  Q1310,1813.0,False
50965575,2016 Aleppo summer campaign,military conflict,83867,29662,197,153,688 killed <small>(per The Inside Source; since 31 July)</small> </small> <br>625 killed <small>(per SOHR; 31 July – 10 Sep.)</small>,Aleppo  Q41183,2016.0,False
50966915,Kabul attack on Canadian Embassy guards,civilian attack,20005,4870,19,85,15+ or 16 (+1),Ninth  police  district|Benayi|Kabul|Afghanistan,2016.0,False
50971554,July 2016 Dhaka attack,civilian attack,62424,204512,118,183,+28,Gulshan  Thana  Q3347768,2016.0,False
50972423,2016 Latakia offensive,military conflict,47134,101068,108,106,"40+ killed, several captured",Latakia  Governorate|Syria,2016.0,False
50974575,30 June 2016 Afghanistan bombings,civilian attack,3296,8119,3,29,40+ (+2),Maidan  Wardak  Q183056,2016.0,False
50981377,Žitište shooting,civilian attack,3195,5555,4,30,5,Žitište  Q394134,2016.0,False
50985742,2016 Karrada bombing,civilian attack,21251,53577,34,80,+125,Karrada  Q625413,2016.0,False
50993987,"Tshwane riots, 2016",civil conflict,4925,7645,8,29,,City  of  Tshwane  Metropolitan  Municipality Tshwane,2016.0,False
50995375,2016 Saudi Arabia bombings,civilian attack,10630,45029,17,36,+5,Medina  Q35484|Thugbah  Q847660|Jeddah  Q374365,2016.0,False
51003433,Zhabokryak Raid,military conflict,1973,836,1,9,2 wounded,Bulgaria,,False
51016885,2016–17 Zimbabwe protests,civil conflict,27867,24621,52,128,"{{unbulleted list
 | '''Arrests:''' *100+
 | '''Injuries:''' *100+
 | '''Deaths:'''}}",Zimbabwe cities  across  South  Africa|England|United  States|Australia|Canada,2017.0,False
51017777,Rif Dimashq offensive (June–October 2016),military conflict,38006,53679,100,68,,Eastern  Ghouta|Rif  Dimashq  Governorate|Syria,2016.0,False
51022662,Muhammad ibn Ali al-Hadi Mausoleum attack,civilian attack,13296,17988,25,44,56 to 100+ (+3 attackers),Mausoleum  of  Sayid  Mohammed  bin  Ali  al- Hadi|Balad|Iraq Balad|Iraq,2016.0,False
51022892,2016 shooting of Dallas police officers,"civilian attack, criminal",103991,1634769,171,295,+5,Downtown  Dallas  Q3038331,2016.0,False
51023144,Dutch Occupation of the Thiruchendur Temple,military conflict,14660,10152,11,36,,Thiruchendur,1648.0,False
51025034,2016 Balad attack,civilian attack,2503,1241,3,25,36,Balad  Q1029645,2016.0,False
51030422,2014 Pennsylvania State Police barracks attack,civilian attack,20470,28003,42,62,1 (Cpl. Bryon Dickson),Blooming  Grove  Township  Q4928296,,False
51032591,Philippine Drug War,civil conflict,95937,1065541,188,293,92 killed <small>(Police and military)</small> *227 wounded,Philippines,2016.0,False
51033965,Punjab War,military conflict,783,6992,0,6,,Punjab,1820.0,False
51034100,2016 Juba clashes,military conflict,15198,20525,36,22,,Juba  Q1947,2016.0,False
51035918,Operation Scylla,military conflict,10983,8255,11,46,1 motor torpedo boat sunk<br/>2 motor torpedo boats damaged<br/>12 killed,Strait  of  Messina  Q134705,1943.0,False
51035921,Antigonid–Nabataean confrontations,military conflict,9556,9634,4,56,"4,550 killed, 40 wounded (first confrontation)<br/> few killed (second confrontation)<br/> most of expedition killed (third confrontation)",Nabataean  kingdom  Q11029653,312.0,False
51036037,Siege of Cuddalore (1748),military conflict,2729,1944,0,19,light,Cuddalore  Q279951,1748.0,False
51036527,Siege of Zadar (1345–46),military conflict,8179,3464,0,72,min. 2.000 – 3.000,City  of  Zadar|Croatia  in  personal  union  with  Hungary Kingdom  of  Croatia  in  personal  union  with  Hungary,1346.0,False
51039212,Safavid conquest of Shirvan,military conflict,6857,4042,1,71,Unknown,Shirvan  Q638064,1501.0,False
51046467,2016–17 Kashmir unrest,civil conflict,195849,58235,398,471,"3 soldiers 2 policemen killed <br/>4,000+ security personnel injured",Kashmir  Valley|Jammu  and  Kashmir|India,2017.0,False
51048121,Battle of Cana,military conflict,5923,9343,4,39,,Umm  Qais  Q131955,,False
51050730,St. Joseph courthouse shooting,civilian attack,15025,28834,23,44,+3,St Joseph  Q2205508,2016.0,False
51053821,1972–1975 Bangladesh insurgency,military conflict,8343,2943,13,69,unknown,Bangladesh  Q902,1975.0,False
51057151,Venetian bombardments of the Beylik of Tunis (1784–88),military conflict,3984,2381,0,55,,Tunis  Q3572,,False
51057266,2016–18 Wau clashes,military conflict,80611,4425,149,152,"7,000 defected <small>(gov. claim)</small>",Wau  State  Q25101048,2016.0,False
51058204,Battle of Lenadoon,military conflict,10944,11435,10,61,8 killed<br>30 wounded,Lenadoon  Avenue  Belfast,2017.0,False
51065837,Murder of Hallel Yaffa Ariel,civilian attack,14172,9655,27,53,1 (plus 1 perpetrator),Kiryat  Arba  Q247003,2016.0,False
51075331,2016 Nice truck attack,civilian attack,103549,58455,202,325,+87,Promenade  des  Anglais  Q1849491,2016.0,False
51076275,Spanish conquest of the Muisca,military conflict,124758,51871,139,1094,''unknown'',Altiplano  Cundiboyacense  Q3362189,1540.0,False
51077660,Byzantine–Hungarian War (1127–1129),military conflict,7529,887,6,41,,Central  Balkans|by  the  Danube,1129.0,False
51082294,2016 Turkish coup d'état attempt,military conflict,186595,1806920,353,522,+290,Ankara  Q3640|Istanbul  Q406|buildings  of  the  Grand  National  Assembly  of  Turkey  Q25907014|Atatürk  International  Airport  Q86473|15  July  Martyrs  Bridge  Q4484|Presidential  Complex  of  Turkey  Q18324962,2016.0,False
51083141,Murder of Eunice Olawale,civilian attack,8379,4587,12,32,1 killed (Eunice Olawale),Kubwa|Abuja|Nigeria,,False
51095570,2016 shooting of Baton Rouge police officers,"civilian attack, criminal",50236,238909,76,172,4 (including the perpetrator),Baton  Rouge  Q28218,2016.0,False
51100724,Capture of the French Folly Fort,military conflict,3004,4442,2,28,1 killed<br />4 wounded,Pearl  River  Q201463,1856.0,False
51105517,2016–present purges in Turkey,civil conflict,95292,40739,172,293,None,flat  list Nationwide cities  with  high  civil  servant  populations  Ankara|Istanbul,,True
51105617,Siege of Arrah,military conflict,33687,41057,8,109,Besieged party: 1 wounded<br/>First relief: 170 killed<br/>120 wounded<br/>Second relief: 2 killed,Arrah  Q588587,1857.0,False
51107301,Würzburg train attack,civilian attack,24186,9360,49,94,+1,Würzburg  Q10458|Regionalbahn  Q515449,2016.0,False
51110867,Battle of Lake Kastoria,military conflict,18206,5507,40,62,heavy<br>1200 captured,Kastoria  Q206954,1941.0,False
51111285,2016 Spalding shooting,civilian attack,11533,24527,27,49,3 (including the perpetrator),Spalding  Q1185203,2016.0,False
51118231,Battle of Martinići (1796),military conflict,2384,2346,0,30,,Martinići|near  Spuž|Prince- Bishopric  of  Montenegro Montenegro,1796.0,False
51124681,2016 Nampala attack,military conflict,10409,8201,15,69,"17 killed, 35 wounded",Nampalari  Q2032796,2016.0,False
51126103,Tokhar airstrikes (2016),civilian attack,13517,4426,25,61,56–212,Tokhar  and  Hoshriya|Manbij  District|Aleppo  Governorate|Syria,2016.0,False
51136796,Spanish conquest of Oran (1509),military conflict,2819,4474,0,18,less than 30,Oran  Q131818,1509.0,False
51137635,2016 Munich shooting,"civilian attack, criminal",45965,343158,88,137,+10,Olympia- Einkaufszentrum  Q265196|Hanauer  Straße  Q30238848,2016.0,False
51144183,July 2016 Kabul bombing,civilian attack,17014,93279,29,76,+80,Kabul  Q5838,2016.0,False
51144803,Battle of Gadara,military conflict,6092,8259,5,44,,Umm  Qais  Q131955,,False
51146238,First 'Ndrangheta war,civil conflict,9876,17618,14,51,,Calabria|Italy,1976.0,False
51149695,Cambodian–Spanish War,military conflict,7781,15406,14,26,,Cambodia  Q424,1597.0,False
51150354,Battle of Ioribaiwa,military conflict,25821,7386,2,82,49 killed<br>121 wounded,Territory  of  Papua,1942.0,False
51152913,Operation Beach Boys,military conflict,3043,5331,3,20,None,Coast  of  Southern  Lebanon,2006.0,False
51155856,2016 Ansbach bombing,civilian attack,30048,77422,51,94,+1,Ansbach  Q14859,2016.0,False
51158872,Reutlingen knife attack,civilian attack,9681,11948,18,36,1,Reutlingen  Q3085,2016.0,False
51163312,Sagamihara stabbings,civilian attack,20876,304177,38,62,+19,Tsukui  Yamayuri- en  Q36781335,2016.0,False
51163681,Operation Fath 1,military conflict,7189,9520,5,47,"600 killed and wounded, dozens captured<br>1 helicopter destroyed",Kirkuk  Q173310,1986.0,False
